wallet,tx_hash,block_signed_at,method,from_address,to_address,value_wei,value_usd,gas_price,gas_offered,successful
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x5972df7bbb6bcc54d53f737023877e4310313b2a4ec6f6090710d7df2e8f2ebe,2021-05-05T21:48:17Z,repay,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,78000000000,363559,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6b55ec5aac64583d2f348e0413aad1dc2888403a369ff5ccaf26977a45690ea8,2021-05-05T21:48:09Z,withdraw,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,71000000000,544753,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7b45b4a4e1f691f94849f4c02cf7ba33a65ed23361f590d6495e174f45871c6a,2021-04-29T23:44:53Z,deposit,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,180000000000000000,496.30056152343747,40000000000,347313,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x52e5a9cdfa6ddf5d758b748ae8f972ea7e37140f843450d480f6fc9e2100b606,2021-04-29T23:42:15Z,withdrawal,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,0,0.0,38000000000,551267,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x4abc33dc872db2d714fb39406164ac198ad405735b0b9d2e87ee643b272d6196,2021-04-29T23:40:45Z,deposit,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,150000000000000000,413.58380126953125,39000000000,347313,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6cb63f2dd20e88f2842bdfe0a73b0fc5cd2ecde67c6b829fb45277c1ddd09d0f,2021-04-29T23:38:40Z,withdrawal,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,0,0.0,42000000000,551267,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xfdcfa9678ca02d6c50df3502e05e5830dafd3700914fb231a76df449584cdc4b,2021-04-29T23:37:21Z,deposit,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,200000000000000000,551.445068359375,42000000000,347313,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x0ebfff57620c2a5bdad28121e002a5cb51c3b5dd828a529bea686c54f8eb0140,2021-04-29T23:36:13Z,withdrawal,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,0,0.0,40000000000,551267,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x66cb5962fb557f66750aa0491e11a83f140bf9bc6d5e7aab4e3b7d4f9669b948,2021-04-29T23:35:26Z,deposit,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,200000000000000000,551.445068359375,44000000000,370254,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x31a9aacabc8d58a49868758a61383c5c62b7b3c894bd5900193553a2947582db,2021-04-29T23:34:45Z,withdrawal,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,0,0.0,43000000000,573764,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xdb4d5c3adfc3e9f4be92291fa935ca3b50f11b12cc7e21951613c7a4f2d0d2b4,2021-04-29T23:33:33Z,borrowallowancedelegated,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xf63b34710400cad3e044cffdcab00a0f32e33ecf,0,0.0,38000000000,67887,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe3acec6717a7fb1c8f944981db7d17e4fcf0d5ed275afaf755f046e2b896ccc9,2021-04-29T23:30:12Z,deposit,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,41000000000,377460,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x16b43573e45811b4a19d09ffc0781e55eaf5fae05ff43d400730d11394ebdf9f,2021-04-29T19:52:07Z,borrow,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,53000000000,502018,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe6b35b77ca258031c651fbd0bb9f66e0d3a1faac653795eff72b13c9879ec3c8,2021-04-29T19:50:36Z,deposit,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,500000000000000000,1378.6126708984375,55000000000,416149,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7c14e0e43d4c7fa364a67c4c1b7e020af325e4f4fa5851ec6ed137b4a05784fa,2019-08-09T19:57:54Z,redeem,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,0.0,2000000000,450000,True
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x595b4f8caba4da0dbfb30c327ef9bccb8278f42314604a0024a0dc0d91a6606a,2019-08-07T21:52:37Z,transfer,0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,975000000000000000,220.8453701019287,2500000000,450000,True
0x4db0a72edb5ea6c55df929f76e7d5bb14e389860,0xe4ce9997682cd3d2edb2d5484369866d44c989ab1aba814aece20a989d388bae,2020-11-22T22:30:03Z,transfer,0x4db0a72edb5ea6c55df929f76e7d5bb14e389860,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,40000000000,247777,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xe7e4746468bf46616fe05cfd385dddafb559d75389b9e4596244daed92c86a54,2021-03-29T23:47:33Z,redeem,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,0.0,118800000000,242020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x7252285488ea813162eb990c1544c584fd839c38226aa8950dba3e9f4fc4dd1f,2021-03-29T23:45:06Z,repayborrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,117000000000,222020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x9c4f7459aded7ba8dd6cadb37bae20402bec60b71a7a497bddbfc94d6406c087,2021-02-07T15:04:45Z,redeem,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,0.0,110000000233,252020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x91b8c927fdbb85ee89e542c63f899dcbeafc282de37d11d6f2a226dad01db8b9,2020-12-24T03:58:27Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,1500000000000000000,919.3091125488281,100000000000,192020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xdee0be213569c004c1fba4e1d733fd2543309abfd69d5a7f3343c18036ea397e,2020-12-16T14:20:02Z,borrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,169000000000,492020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x922722042f1de3517f7b9537de15c8ee618026f5c28bfcb2269a0f3798c807db,2020-12-14T03:10:29Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,1688621579565056598,988.441918007312,34000000000,167777,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x7e504de2b5acf187e47c40a39ae5d3718737f233166dcb9a6df1bb5b573580ad,2020-12-12T23:18:55Z,redeem,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,21400000000,577777,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xa775d22108d498bc80c935cd953a609983e15279995ebe7e1e213f9c6f418d49,2020-12-02T13:14:14Z,repayborrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,23800000000,452020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x62b7c27cf019c303b9411041d8d93d8c7cd337fa0224d2471cc31df0c32d2003,2020-10-28T12:10:12Z,borrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,74000000000,462020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x68a280da3bb3c90675774a2aad67ce359cb2595fbe142e0743c4759565e5f3c6,2020-10-28T12:07:45Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,1200000000000000000,466.83812255859374,76000000000,172020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xb4f22bc979de07b8c9fba3530b1bfa3569823868761c3f7269619e4e47da10cd,2020-10-25T20:16:59Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,2000000000000000000,812.2518310546875,16500000000,172020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xba68deb020bbbe5c112c6f5c2276bee23561add80fab1d405f0bd9f39e1d9c2f,2020-10-25T19:17:20Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,16000001459,442020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x83bf5d2058e7a4acd9772f1454c51df84ea6fe508b7d009af14977f2dbe61457,2020-10-25T18:43:10Z,repayborrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,17710000000,412020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xee87de9afddce6fea982c7969b26f29cfaa196151fcc20da3c0ffe281b1d3d25,2020-10-21T01:23:37Z,repayborrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,43000001459,402020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x01333dafb100147e4e8121f6f86194c21f53a5bbe8397dcde6953d9293715807,2020-10-21T01:04:19Z,borrow,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0,0.0,39000000000,552020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x9ee7f6e15bd4f4c6019ae1e03dcd7d22f8c792c58e94bb7cdafc75925670ef90,2020-10-21T00:32:43Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,2000000000000000000,781.2119140625,42350000000,202020,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xe0a8da97794709bbab1a7323870ac35b62bb58af8c39ac45e4c2a01ea3149f11,2020-09-12T02:05:12Z,mint,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,718125452079330119,278.3658986389529,83000000000,204024,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xed02bbfddd5411697c729db8b622cc961b20a06dddeae3f43a2fbf29702a2e57,2020-08-20T17:09:53Z,redeem,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,138000000000,317350,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x4c3ec6d38c70f404dedbed124ae8005d8f68650a5fa49e36eb8912f4b02c4cab,2020-08-20T13:25:05Z,transfer,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,108000000000,337350,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0xe282f5348276a73b60099c3bf4b9aa021df5887c45bdd15621a5bbc9f435be16,2020-08-12T17:33:47Z,mint,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,350000000000000000,135.60682067871093,250000000000,176939,True
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x335e7257aa78fa80bb4a32ad35b2777dc03a49428ce0b1b162070367ed0d4868,2020-08-11T16:56:28Z,mint,0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,500000000000000000,189.57801818847656,114000000000,193439,True
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,0xe76b49f4a25d49d8e5279e905ca683488f1a21313e57393f57124634bdcd7761,2020-10-21T18:51:46Z,transfer,0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,47000000000,247777,True
0x104ae61d8d487ad689969a17807ddc338b445416,0x44347e686635e8ae9efa4b2ba9703144ca6fd40921c7fa1446a0cdd7cca93a89,2020-12-16T05:19:37Z,transfer,0x104ae61d8d487ad689969a17807ddc338b445416,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,42900000000,247777,True
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,0xf38c2a86fcb849a0d654de60fcf5441cb64fe757e535d22581a449f0f3776ce9,2021-07-18T17:46:12Z,transfer,0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,1258906000000000,2.40631752489917,22000000000,167777,True
0x56ba823641bfc317afc8459bf27feed6eb9ff59f,0x9b19f476e93f69feb63440b5fcb1ac8297930a3b2738f232b15785d361417309,2020-11-19T11:31:25Z,transfer,0x56ba823641bfc317afc8459bf27feed6eb9ff59f,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,28000000000,247777,True
0x7de76a449cf60ea3e111ff18b28e516d89532152,0xffc60d93cbf54b0e4c3e49cca9267830b5dbfc31bf77c828e83bf50bdde835b3,2020-11-05T05:18:47Z,transfer,0x7de76a449cf60ea3e111ff18b28e516d89532152,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,22100000000,247777,True
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0xd90cfcf39972bec7cd9021ceddbf31f48ae7a7f3efbfbe6249adb7e50e2b55bc,2021-10-04T15:51:10Z,redeem,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0,0.0,157823383092,148955,True
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0x5685cf6cfc275ed26bc6889f6bcb4b0f0726d23863847d59c2e3b4cb47dd9ca2,2021-08-14T23:26:21Z,transfer,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,7038252070390801,22.996170686062,32328983887,167777,True
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0x7194299214f7c6014eb05d2fd27894aab2422bfef63f421008b08a018704f6a0,2021-08-14T19:19:24Z,transfer,0x507b6c0d950702f066a9a1bd5e85206f87b065ba,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,45906400100000000,149.99056608434847,48000000000,167777,True
0x767055590c73b7d2aaa6219da13807c493f91a20,0x51803bacbfbf0a2d3b3b4d620fdba80142e172f5c87655be291f0ab7fe80f4da,2020-11-08T05:35:38Z,transfer,0x767055590c73b7d2aaa6219da13807c493f91a20,0x39aa39c021dfbae8fac545936693ac917d5e7563,0,0.0,17000000000,247777,True
0x1e43dacdcf863676a6bec8f7d6896d6252fac669,0x68623e77587f3c68cb2ab5fe6f0126afbf22c2ef027d35a80d2e9f80bdd54b1f,2020-12-12T23:06:43Z,transfer,0x1e43dacdcf863676a6bec8f7d6896d6252fac669,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,13131013300000000,7.462858010864959,17100000000,167777,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x92853ed7d645dbeb253dab21bc8f037d8fe2d6dd3866f782fd33c390844bca8c,2022-01-23T16:32:32Z,redeem,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xa1116930326d21fb917d5a27f1e9943a9595fb47,0,0.0,108467680227,238053,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x48f08ac5864fa5541021a23ee20d21f24487f8fa8b40bcf8f1766c9404835234,2021-11-03T04:55:04Z,redeem,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xa1116930326d21fb917d5a27f1e9943a9595fb47,0,0.0,138783408640,238082,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x0157c8c40ee191f0a08bfd23783092b27b1c983c111b472a118517c7b036a9be,2021-10-17T06:04:49Z,redeem,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xa1116930326d21fb917d5a27f1e9943a9595fb47,0,0.0,65565714763,234417,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x0a82a5aaf8011c4eb0fe0441934cd95349205ca78fdd39242a98b4fbce1f7705,2021-09-27T03:22:56Z,monsterminted,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x5c400511fb292a50b4d81e601815f617db804302,50000000000000000,146.02733154296877,187962547567,189220,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x2f00591aa0258837bc88ea437e9fe17477e258c33f2f4e3af66fe6e5f69abe1d,2021-09-19T17:15:44Z,redeem,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xa1116930326d21fb917d5a27f1e9943a9595fb47,0,0.0,41368249240,255292,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x75d2ad456ca7bc4d44cb3faf7111414363ba7e6d8d43e12f3650ffd926703a20,2021-06-21T22:15:52Z,withdraw,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,57000000000,285519,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xad4b18f68e854f35dd3511333340c4df359024f60791b5f84fbcbaaf0e8f68ed,2021-06-04T14:59:00Z,deposit,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,25000000000,292542,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x217040ede137eb12cf188fcae3970eb32aaa8b00d2202ef720206510af041dd2,2021-06-04T03:03:08Z,redeem,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0,0.0,29700000000,436232,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x511506ea79a2971c8395d70512fc9018d3d3c0ec46c84b95bd8d131433342bc2,2021-05-23T05:33:53Z,withdraw,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,31400000001,296120,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x04a4ed24042c8e1722b740b52886b7c92b36ea34c79ebfdd3505c0f7611f00a6,2021-05-23T05:33:53Z,withdraw,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,31400000001,285519,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x6f003317eced11761918dfdd8a55cfb84b3e145f6a81f37aa035afb6fbb0e06f,2021-05-23T05:09:58Z,repay,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x498c5431eb517101582988fbb36431ddaac8f4b1,0,0.0,37000000000,1446545,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x6a6eebfbe5571d30016a6367d242867459dc97fa75cd3efcec48ad79887ce1b1,2021-05-21T22:59:26Z,repay,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,73700000000,349557,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xd858040f7f3267d308d3ad216243baecee9f8d4dc0bc4a52dbc7a776f62d97f5,2021-05-19T06:13:11Z,borrow,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,168850000000,634355,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x444885e97d7a6a97852bde075a9ac02ba5dcc79b827fc80e85bcb7b24b5b1a99,2021-05-19T03:46:51Z,withdraw,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,128000000000,698781,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xa2a81870ba5cdb221bd629a83061e34cb90f28c196182482bee594309c151c50,2021-05-18T06:38:09Z,repay,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x498c5431eb517101582988fbb36431ddaac8f4b1,0,0.0,52000000000,1524854,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xf9bcbe23ac90778c2a08aaf9fcde582abf56d1dbde30c9add1d00fc75a871135,2021-05-13T18:29:35Z,withdraw,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,116000000000,374121,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x0cc843a7289e70922418185f01e7fb51908bbb0eaf7e26d39ddf060d9fa2115d,2021-05-08T03:47:11Z,repay,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,4000000000000000000,15658.80078125,47000000000,396441,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xa9d85a4dd276e399fff4c124a5d3e802e716c6db24f59888a05e5df4ba85db91,2021-05-06T06:45:54Z,deposit,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,36000000000,399162,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x41af0269dca2473659392dcb08ac15a850c07e7ff2d7d758beac772516fd418f,2021-04-27T03:43:42Z,deposit,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,44000000000,365717,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x76fdbc7ff4f794920bf37d3faf1677f7608c6ce3c8f1bf48753c720402d867e3,2021-04-27T03:24:51Z,borrow,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0,0.0,40000000000,709452,True
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0x6400debc6eedfd8b98b770ff6718c91cd8790c5068a265ef9506caaa4a44275b,2021-04-27T03:21:53Z,repay,0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,1000000000000000000,2641.693359375,42000000000,442323,True
